,date,Excitation Field Current,Excitation Field Voltage,Power Factor,Reactive Power,Generator Gross Capacity
232,2020-11-30 03:52:00,1262.361572,239.795105,1.014182091,20.68061256,231.2831421
233,2020-11-30 03:53:00,1260.05249,239.1803589,1.014044881,19.8449707,231.7950897
234,2020-11-30 03:54:00,1261.172607,239.255661,1.01390779,20.21531105,231.7839813
235,2020-11-30 03:55:00,1260.81897,239.1418304,1.01377058,20.68131447,231.3118744
236,2020-11-30 03:56:00,1257.366455,238.4940338,1.01363337,19.86502266,230.4797058
237,2020-11-30 03:57:00,1252.493652,237.4104156,1.01349628,19.30686188,229.4556274
238,2020-11-30 03:58:00,1251.695435,237.4774933,1.01335907,19.74402237,229.2117004
239,2020-11-30 03:59:00,1254.137085,238.0009308,1.013449669,20.03093529,228.91745
240,2020-11-30 04:00:00,1250.966431,237.2272644,1.014057636,19.77562141,228.4916229
241,2020-11-30 04:01:00,1250.847412,237.0549011,1.014665723,20.43175697,228.348175
242,2020-11-30 04:02:00,1255.712646,238.5728302,1.014669418,20.8543911,228.31987
243,2020-11-30 04:03:00,1252.330444,237.6819916,1.014028311,20.30533218,228.4900055
244,2020-11-30 04:04:00,1248.901978,237.0861816,1.014079094,19.62586021,227.9911804
245,2020-11-30 04:05:00,1252.983276,237.4167328,1.014387608,20.92043114,228.1410675
246,2020-11-30 04:06:00,1252.317871,237.2989502,1.01469624,20.14778328,228.3566742
247,2020-11-30 04:07:00,1258.48584,238.583786,1.014437795,21.49728394,228.553299
248,2020-11-30 04:08:00,1255.322632,237.9529724,1.013811469,21.36206055,229.1800385
249,2020-11-30 04:09:00,1256.160889,237.9880524,1.013811469,21.37643433,229.0661316
250,2020-11-30 04:10:00,1257.73584,238.6892242,1.013811469,21.28714943,229.6839447
251,2020-11-30 04:11:00,1261.317505,239.5205536,1.013811469,21.74894333,230.1102905
252,2020-11-30 04:12:00,1262.541504,239.4176483,1.013811469,22.2006073,229.9245605
253,2020-11-30 04:13:00,1262.598022,239.2418518,1.013811469,22.48326302,230.0762024
254,2020-11-30 04:14:00,1263.67688,239.8528595,1.013811469,22.4865036,230.0309448
255,2020-11-30 04:15:00,1261.37854,239.1683807,1.013811469,22.4630928,229.8707275
256,2020-11-30 04:16:00,1258.380737,238.6934814,1.013811469,21.47496986,229.4826965
257,2020-11-30 04:17:00,1255.756226,238.1425781,1.013811469,22.1133976,228.4633179
258,2020-11-30 04:18:00,1255.978394,237.9271851,1.013072371,21.95580292,229.1998596
259,2020-11-30 04:19:00,1253.925049,237.7570343,1.013058066,21.59369469,227.7457428
260,2020-11-30 04:20:00,1247.558105,236.7549744,1.01336813,20.9147892,226.2879333
261,2020-11-30 04:21:00,1255.515137,238.1053619,1.013678193,21.94057274,227.8194122
262,2020-11-30 04:22:00,1259.056763,238.8814087,1.013988137,22.40046692,228.8730621
263,2020-11-30 04:23:00,1257.072876,238.1329651,1.014298201,21.84868622,229.8464508
264,2020-11-30 04:24:00,1257.692139,238.437088,1.014608264,21.88796234,229.0140228
265,2020-11-30 04:25:00,1264.262207,239.566452,1.014724016,23.01810074,228.9784546
266,2020-11-30 04:26:00,1263.246704,239.6157227,1.014604449,22.8298111,229.5444336
267,2020-11-30 04:27:00,1264.816406,239.7968597,1.014484763,23.20740128,229.7595215
268,2020-11-30 04:28:00,1265.866821,240.2692413,1.014365196,23.63573837,229.3783875
269,2020-11-30 04:29:00,1265.742065,239.8546753,1.014245629,23.7846489,229.2154388
270,2020-11-30 04:30:00,1262.450806,239.7049866,1.014125943,23.06345558,229.2371826
271,2020-11-30 04:31:00,1264.4646,239.3983612,1.014006376,23.46448326,228.7889862
272,2020-11-30 04:32:00,1263.834717,239.864502,1.01388669,23.6631813,229.1549988
273,2020-11-30 04:33:00,1262.914673,239.4484253,1.013767123,23.52359772,229.0803833
274,2020-11-30 04:34:00,1259.559937,239.0934906,1.014024973,22.83788872,228.1182404
275,2020-11-30 04:35:00,1260.444824,239.3396454,1.014533758,23.07669258,228.6798401
276,2020-11-30 04:36:00,1264.773804,239.8838501,1.014601707,23.90710258,228.660675
277,2020-11-30 04:37:00,1264.40271,239.9826355,1.014287591,23.77316475,228.7466888
278,2020-11-30 04:38:00,1268.408936,240.3099976,1.013973594,24.28660393,229.2982483
279,2020-11-30 04:39:00,1266.344971,240.1618042,1.013659596,23.96384048,229.8192596
280,2020-11-30 04:40:00,1264.456665,240.0001984,1.014110923,23.78244781,229.5546875
281,2020-11-30 04:41:00,1270.867798,241.1427002,1.014760256,25.07522392,229.8101044
282,2020-11-30 04:42:00,1269.301514,241.0301819,1.015121341,24.64438438,229.4221191
283,2020-11-30 04:43:00,1273.189209,241.4568481,1.015482426,25.0064888,230.3833771
284,2020-11-30 04:44:00,1276.52832,242.2449341,1.015425444,25.34111595,231.5321198
285,2020-11-30 04:45:00,1275.518677,242.0095825,1.014992476,25.83662605,230.9533691
286,2020-11-30 04:46:00,1273.248291,241.8002472,1.014594674,25.28975677,230.3521729
287,2020-11-30 04:47:00,1275.160156,241.931839,1.014359713,25.62649918,230.9151306
288,2020-11-30 04:48:00,1275.859497,241.9735718,1.014124632,25.91695404,230.5428467
289,2020-11-30 04:49:00,1270.348267,241.1433563,1.01388967,24.78644943,229.9825592
290,2020-11-30 04:50:00,1267.113037,240.2379303,1.01365459,24.26065826,229.6199493
291,2020-11-30 04:51:00,1265.255127,239.9742126,1.013842702,23.85586739,230.0972748
292,2020-11-30 04:52:00,1266.953613,240.1672363,1.014101505,24.77209854,229.6408691
293,2020-11-30 04:53:00,1264.683838,240.1684418,1.014360309,24.20311546,228.9050598
294,2020-11-30 04:54:00,1264.301392,239.8477173,1.014619231,23.86866951,228.5048981
295,2020-11-30 04:55:00,1265.511475,240.192215,1.014535666,24.45422173,228.6264191
296,2020-11-30 04:56:00,1267.225586,240.4909363,1.014127851,25.08047485,228.7402496
297,2020-11-30 04:57:00,1264.330322,239.4234314,1.013720036,24.33599472,228.9336548
298,2020-11-30 04:58:00,1264.487427,239.7643738,1.014093518,24.62751198,228.9737244
299,2020-11-30 04:59:00,1264.774536,240.1690826,1.014487386,24.94434357,228.0393677
300,2020-11-30 05:00:00,1266.594238,240.2832336,1.014405131,24.9491787,228.8742981
301,2020-11-30 05:01:00,1265.531006,239.9441986,1.013963699,24.46673584,228.0522308
302,2020-11-30 05:02:00,1267.75647,240.664505,1.014712095,24.88397408,228.8161163
303,2020-11-30 05:03:00,1268.927856,240.5447998,1.01453805,25.15907669,228.6643372
304,2020-11-30 05:04:00,1271.257813,241.4368744,1.014338851,26.27593231,229.0768738
305,2020-11-30 05:05:00,1273.122192,241.5970917,1.014139652,25.96844864,229.4904785
306,2020-11-30 05:06:00,1273.871094,241.7932434,1.013940454,26.08369446,229.8939514
307,2020-11-30 05:07:00,1274.156616,241.5970001,1.013741255,26.45645905,230.1951447
308,2020-11-30 05:08:00,1274.87207,242.1556396,1.013911843,26.47965622,230.0089264
309,2020-11-30 05:09:00,1274.480469,241.7278137,1.014280915,26.23409271,230.5683136
